Provincias con mayor número de pernoctaciones;Periodo;Total
07 Balears, Illes;2025M02;3,06
07 Balears, Illes;2025M01;3,16
07 Balears, Illes;2024M12;2,38
07 Balears, Illes;2024M11;2,51
07 Balears, Illes;2024M10;2,89
07 Balears, Illes;2024M09;3,18
07 Balears, Illes;2024M08;3,38
07 Balears, Illes;2024M07;3,18
07 Balears, Illes;2024M06;3,38
07 Balears, Illes;2024M05;3,19
07 Balears, Illes;2024M04;2,99
07 Balears, Illes;2024M03;2,88
07 Balears, Illes;2024M02;2,58
07 Balears, Illes;2024M01;2,34
07 Balears, Illes;2023M12;2,39
07 Balears, Illes;2023M11;2,5
07 Balears, Illes;2023M10;3,4
07 Balears, Illes;2023M09;3,46
07 Balears, Illes;2023M08;3,88
07 Balears, Illes;2023M07;3,68
07 Balears, Illes;2023M06;3,4
07 Balears, Illes;2023M05;3,38
07 Balears, Illes;2023M04;3,1
07 Balears, Illes;2023M03;3,06
07 Balears, Illes;2023M02;2,96
07 Balears, Illes;2023M01;2,77
07 Balears, Illes;2022M12;2,59
07 Balears, Illes;2022M11;2,78
07 Balears, Illes;2022M10;3,41
07 Balears, Illes;2022M09;3,69
07 Balears, Illes;2022M08;4,05
07 Balears, Illes;2022M07;3,92
07 Balears, Illes;2022M06;3,7
07 Balears, Illes;2022M05;3,53
07 Balears, Illes;2022M04;3,46
07 Balears, Illes;2022M03;2,88
07 Balears, Illes;2022M02;2,45
07 Balears, Illes;2022M01;2,74
07 Balears, Illes;2021M12;2,48
07 Balears, Illes;2021M11;2,5
07 Balears, Illes;2021M10;3,39
07 Balears, Illes;2021M09;3,54
07 Balears, Illes;2021M08;3,76
07 Balears, Illes;2021M07;3,59
07 Balears, Illes;2021M06;3,55
07 Balears, Illes;2021M05;3,44
07 Balears, Illes;2021M04;2,89
07 Balears, Illes;2021M03;3,35
07 Balears, Illes;2021M02;2,96
07 Balears, Illes;2021M01;3,13
07 Balears, Illes;2020M12;2,29
07 Balears, Illes;2020M11;2,43
07 Balears, Illes;2020M10;2,65
07 Balears, Illes;2020M09;2,82
07 Balears, Illes;2020M08;3,81
07 Balears, Illes;2020M07;3,74
07 Balears, Illes;2020M06;2,48
07 Balears, Illes;2020M05;6,61
07 Balears, Illes;2020M04;.
07 Balears, Illes;2020M03;3,64
07 Balears, Illes;2020M02;2,87
07 Balears, Illes;2020M01;3
07 Balears, Illes;2019M12;3,3
07 Balears, Illes;2019M11;3,13
07 Balears, Illes;2019M10;3,44
07 Balears, Illes;2019M09;3,81
07 Balears, Illes;2019M08;4,16
07 Balears, Illes;2019M07;4,24
07 Balears, Illes;2019M06;3,96
07 Balears, Illes;2019M05;3,74
07 Balears, Illes;2019M04;3,68
07 Balears, Illes;2019M03;3,19
07 Balears, Illes;2019M02;2,72
07 Balears, Illes;2019M01;2,76
07 Balears, Illes;2018M12;2,57
07 Balears, Illes;2018M11;2,69
07 Balears, Illes;2018M10;3,52
07 Balears, Illes;2018M09;3,76
07 Balears, Illes;2018M08;4,27
07 Balears, Illes;2018M07;3,92
07 Balears, Illes;2018M06;3,68
07 Balears, Illes;2018M05;3,48
07 Balears, Illes;2018M04;3,26
07 Balears, Illes;2018M03;3,45
07 Balears, Illes;2018M02;3,24
07 Balears, Illes;2018M01;2,98
07 Balears, Illes;2017M12;2,82
07 Balears, Illes;2017M11;3,08
07 Balears, Illes;2017M10;3,75
07 Balears, Illes;2017M09;3,95
07 Balears, Illes;2017M08;4,56
07 Balears, Illes;2017M07;4,17
07 Balears, Illes;2017M06;3,97
07 Balears, Illes;2017M05;3,72
07 Balears, Illes;2017M04;3,62
07 Balears, Illes;2017M03;3,53
07 Balears, Illes;2017M02;3,49
07 Balears, Illes;2017M01;3,18
07 Balears, Illes;2016M12;3,03
07 Balears, Illes;2016M11;3,61
07 Balears, Illes;2016M10;3,97
07 Balears, Illes;2016M09;4,26
07 Balears, Illes;2016M08;4,66
07 Balears, Illes;2016M07;4,33
07 Balears, Illes;2016M06;4,17
07 Balears, Illes;2016M05;4,2
07 Balears, Illes;2016M04;3,78
07 Balears, Illes;2016M03;3,71
07 Balears, Illes;2016M02;3,5
07 Balears, Illes;2016M01;2,93
07 Balears, Illes;2015M12;2,97
07 Balears, Illes;2015M11;3,59
07 Balears, Illes;2015M10;3,89
07 Balears, Illes;2015M09;4,3
07 Balears, Illes;2015M08;4,72
07 Balears, Illes;2015M07;4,41
07 Balears, Illes;2015M06;4,1
07 Balears, Illes;2015M05;4,18
07 Balears, Illes;2015M04;3,87
07 Balears, Illes;2015M03;3,71
07 Balears, Illes;2015M02;4,08
07 Balears, Illes;2015M01;3,54
07 Balears, Illes;2014M12;3,13
07 Balears, Illes;2014M11;3,58
07 Balears, Illes;2014M10;4,52
07 Balears, Illes;2014M09;4,64
07 Balears, Illes;2014M08;4,84
07 Balears, Illes;2014M07;4,85
07 Balears, Illes;2014M06;4,52
07 Balears, Illes;2014M05;4,08
07 Balears, Illes;2014M04;4,25
07 Balears, Illes;2014M03;4,21
07 Balears, Illes;2014M02;3,73
07 Balears, Illes;2014M01;2,99
07 Balears, Illes;2013M12;3,27
07 Balears, Illes;2013M11;3,38
07 Balears, Illes;2013M10;4,41
07 Balears, Illes;2013M09;4,6
07 Balears, Illes;2013M08;5
07 Balears, Illes;2013M07;4,89
07 Balears, Illes;2013M06;4,28
07 Balears, Illes;2013M05;4,46
07 Balears, Illes;2013M04;3,89
07 Balears, Illes;2013M03;3,68
07 Balears, Illes;2013M02;3,71
07 Balears, Illes;2013M01;4,38
07 Balears, Illes;2012M12;4,15
07 Balears, Illes;2012M11;3,53
07 Balears, Illes;2012M10;4,9
07 Balears, Illes;2012M09;5,07
07 Balears, Illes;2012M08;5,37
07 Balears, Illes;2012M07;5,28
07 Balears, Illes;2012M06;4,94
07 Balears, Illes;2012M05;4,47
07 Balears, Illes;2012M04;4,09
07 Balears, Illes;2012M03;4
07 Balears, Illes;2012M02;4,04
07 Balears, Illes;2012M01;3,12
07 Balears, Illes;2011M12;3
07 Balears, Illes;2011M11;3,68
07 Balears, Illes;2011M10;5,02
07 Balears, Illes;2011M09;5,04
07 Balears, Illes;2011M08;5,89
07 Balears, Illes;2011M07;4,94
07 Balears, Illes;2011M06;4,77
07 Balears, Illes;2011M05;4,37
07 Balears, Illes;2011M04;4,33
07 Balears, Illes;2011M03;4,32
07 Balears, Illes;2011M02;3,14
07 Balears, Illes;2011M01;3
07 Balears, Illes;2010M12;2,54
07 Balears, Illes;2010M11;3,46
07 Balears, Illes;2010M10;4,44
07 Balears, Illes;2010M09;4,71
07 Balears, Illes;2010M08;5,84
07 Balears, Illes;2010M07;5,24
07 Balears, Illes;2010M06;4,92
07 Balears, Illes;2010M05;4,45
07 Balears, Illes;2010M04;4,38
07 Balears, Illes;2010M03;3,73
07 Balears, Illes;2010M02;4,24
07 Balears, Illes;2010M01;2,96
07 Balears, Illes;2009M12;2,52
07 Balears, Illes;2009M11;3,57
07 Balears, Illes;2009M10;4,6
07 Balears, Illes;2009M09;5,33
07 Balears, Illes;2009M08;6,25
07 Balears, Illes;2009M07;5,52
07 Balears, Illes;2009M06;4,78
07 Balears, Illes;2009M05;4,78
07 Balears, Illes;2009M04;4,48
07 Balears, Illes;2009M03;4,29
07 Balears, Illes;2009M02;3,45
07 Balears, Illes;2009M01;3,3
07 Balears, Illes;2008M12;2,26
07 Balears, Illes;2008M11;3,32
07 Balears, Illes;2008M10;5,12
07 Balears, Illes;2008M09;6,27
07 Balears, Illes;2008M08;6,65
07 Balears, Illes;2008M07;6,13
07 Balears, Illes;2008M06;5,72
07 Balears, Illes;2008M05;4,95
07 Balears, Illes;2008M04;4,18
07 Balears, Illes;2008M03;4,7
07 Balears, Illes;2008M02;3,5
07 Balears, Illes;2008M01;2,61
07 Balears, Illes;2007M12;3,17
07 Balears, Illes;2007M11;3,22
07 Balears, Illes;2007M10;5,24
07 Balears, Illes;2007M09;5,69
07 Balears, Illes;2007M08;5,85
07 Balears, Illes;2007M07;5,21
07 Balears, Illes;2007M06;4,84
07 Balears, Illes;2007M05;4,92
07 Balears, Illes;2007M04;4,28
07 Balears, Illes;2007M03;4,1
07 Balears, Illes;2007M02;3,17
07 Balears, Illes;2007M01;2,93
07 Balears, Illes;2006M12;3,33
07 Balears, Illes;2006M11;2,9
07 Balears, Illes;2006M10;4,67
07 Balears, Illes;2006M09;5,62
07 Balears, Illes;2006M08;5,71
07 Balears, Illes;2006M07;5,14
07 Balears, Illes;2006M06;4,82
07 Balears, Illes;2006M05;5
07 Balears, Illes;2006M04;5,29
07 Balears, Illes;2006M03;5,73
07 Balears, Illes;2006M02;4,01
07 Balears, Illes;2006M01;4,67
07 Balears, Illes;2005M12;3,73
07 Balears, Illes;2005M11;3,79
07 Balears, Illes;2005M10;8,03
07 Balears, Illes;2005M09;6,43
07 Balears, Illes;2005M08;5,77
07 Balears, Illes;2005M07;5,69
07 Balears, Illes;2005M06;7,04
07 Balears, Illes;2005M05;5,86
07 Balears, Illes;2005M04;5,59
07 Balears, Illes;2005M03;6,98
07 Balears, Illes;2005M02;5,09
07 Balears, Illes;2005M01;4,68
08 Barcelona;2026M06;2,14
08 Barcelona;2026M05;2,4
08 Barcelona;2026M04;2,73
08 Barcelona;2026M03;2,25
08 Barcelona;2026M02;2,27
08 Barcelona;2026M01;2,46
08 Barcelona;2025M12;2,68
08 Barcelona;2025M11;2,12
08 Barcelona;2025M10;2,19
08 Barcelona;2025M09;2,26
08 Barcelona;2025M08;4,56
08 Barcelona;2025M07;3,43
08 Barcelona;2025M06;2,48
08 Barcelona;2025M05;2,41
08 Barcelona;2025M04;2,68
08 Barcelona;2025M03;2,04
08 Barcelona;2025M02;2,07
08 Barcelona;2025M01;1,86
08 Barcelona;2024M12;2,7
08 Barcelona;2024M11;1,96
08 Barcelona;2024M10;1,97
08 Barcelona;2024M09;2,14
08 Barcelona;2024M08;4,27
08 Barcelona;2024M07;3,43
08 Barcelona;2024M06;2,23
08 Barcelona;2024M05;2,04
08 Barcelona;2024M04;1,96
08 Barcelona;2024M03;2,22
08 Barcelona;2024M02;1,99
08 Barcelona;2024M01;1,98
08 Barcelona;2023M12;2,6
08 Barcelona;2023M11;1,95
08 Barcelona;2023M10;2,09
08 Barcelona;2023M09;2,12
08 Barcelona;2023M08;4,73
08 Barcelona;2023M07;3,09
08 Barcelona;2023M06;2,15
08 Barcelona;2023M05;2,05
08 Barcelona;2023M04;2,5
08 Barcelona;2023M03;1,93
08 Barcelona;2023M02;2,04
08 Barcelona;2023M01;2,09
08 Barcelona;2022M12;2,24
08 Barcelona;2022M11;1,94
08 Barcelona;2022M10;2
08 Barcelona;2022M09;2
08 Barcelona;2022M08;4,82
08 Barcelona;2022M07;2,94
08 Barcelona;2022M06;2,3
08 Barcelona;2022M05;1,96
08 Barcelona;2022M04;2,18
08 Barcelona;2022M03;1,98
08 Barcelona;2022M02;1,87
08 Barcelona;2022M01;2,21
08 Barcelona;2021M12;2,61
08 Barcelona;2021M11;1,86
08 Barcelona;2021M10;2,11
08 Barcelona;2021M09;2,04
08 Barcelona;2021M08;4,38
08 Barcelona;2021M07;3,15
08 Barcelona;2021M06;2,19
08 Barcelona;2021M05;1,95
08 Barcelona;2021M04;3,15
08 Barcelona;2021M03;2,45
08 Barcelona;2021M02;2,66
08 Barcelona;2021M01;2,41
08 Barcelona;2020M12;2,19
08 Barcelona;2020M11;.
08 Barcelona;2020M10;2,26
08 Barcelona;2020M09;2,39
08 Barcelona;2020M08;4,77
08 Barcelona;2020M07;3,07
08 Barcelona;2020M06;1,98
08 Barcelona;2020M05;.
08 Barcelona;2020M04;.
08 Barcelona;2020M03;2,23
08 Barcelona;2020M02;2,01
08 Barcelona;2020M01;2,02
08 Barcelona;2019M12;2,65
08 Barcelona;2019M11;1,85
08 Barcelona;2019M10;1,77
08 Barcelona;2019M09;2,08
08 Barcelona;2019M08;4,57
08 Barcelona;2019M07;3,22
08 Barcelona;2019M06;2,11
08 Barcelona;2019M05;1,96
08 Barcelona;2019M04;2,32
08 Barcelona;2019M03;1,92
08 Barcelona;2019M02;1,85
08 Barcelona;2019M01;1,79
08 Barcelona;2018M12;2,59
08 Barcelona;2018M11;1,95
08 Barcelona;2018M10;2,11
08 Barcelona;2018M09;2,11
08 Barcelona;2018M08;4,85
08 Barcelona;2018M07;3,47
08 Barcelona;2018M06;1,97
08 Barcelona;2018M05;1,91
08 Barcelona;2018M04;2,15
08 Barcelona;2018M03;2,51
08 Barcelona;2018M02;1,93
08 Barcelona;2018M01;1,99
08 Barcelona;2017M12;2,63
08 Barcelona;2017M11;2
08 Barcelona;2017M10;2,31
08 Barcelona;2017M09;2,77
08 Barcelona;2017M08;5,78
08 Barcelona;2017M07;3,86
08 Barcelona;2017M06;1,97
08 Barcelona;2017M05;2,12
08 Barcelona;2017M04;2,91
08 Barcelona;2017M03;2,05
08 Barcelona;2017M02;2,07
08 Barcelona;2017M01;2,15
08 Barcelona;2016M12;2,67
08 Barcelona;2016M11;1,99
08 Barcelona;2016M10;2,34
08 Barcelona;2016M09;2,62
08 Barcelona;2016M08;6,11
08 Barcelona;2016M07;3,86
08 Barcelona;2016M06;2,35
08 Barcelona;2016M05;2,25
08 Barcelona;2016M04;2,3
08 Barcelona;2016M03;2,66
08 Barcelona;2016M02;2,04
08 Barcelona;2016M01;2,49
08 Barcelona;2015M12;2,55
08 Barcelona;2015M11;2,09
08 Barcelona;2015M10;2,29
08 Barcelona;2015M09;2,59
08 Barcelona;2015M08;6,05
08 Barcelona;2015M07;4,71
08 Barcelona;2015M06;2,2
08 Barcelona;2015M05;2,23
08 Barcelona;2015M04;2,7
08 Barcelona;2015M03;1,98
08 Barcelona;2015M02;2,05
08 Barcelona;2015M01;2,3
08 Barcelona;2014M12;2,57
08 Barcelona;2014M11;2,16
08 Barcelona;2014M10;2,01
08 Barcelona;2014M09;2,67
08 Barcelona;2014M08;5,21
08 Barcelona;2014M07;4,74
08 Barcelona;2014M06;2,55
08 Barcelona;2014M05;2,32
08 Barcelona;2014M04;2,75
08 Barcelona;2014M03;1,91
08 Barcelona;2014M02;1,81
08 Barcelona;2014M01;2,37
08 Barcelona;2013M12;2,34
08 Barcelona;2013M11;1,92
08 Barcelona;2013M10;2,02
08 Barcelona;2013M09;2,29
08 Barcelona;2013M08;5,45
08 Barcelona;2013M07;3,89
08 Barcelona;2013M06;2,08
08 Barcelona;2013M05;2,11
08 Barcelona;2013M04;1,87
08 Barcelona;2013M03;2,39
08 Barcelona;2013M02;1,9
08 Barcelona;2013M01;1,83
08 Barcelona;2012M12;3
08 Barcelona;2012M11;2,57
08 Barcelona;2012M10;2,03
08 Barcelona;2012M09;2,13
08 Barcelona;2012M08;6,62
08 Barcelona;2012M07;5,82
08 Barcelona;2012M06;2,27
08 Barcelona;2012M05;2,11
08 Barcelona;2012M04;2,81
08 Barcelona;2012M03;1,87
08 Barcelona;2012M02;1,77
08 Barcelona;2012M01;1,95
08 Barcelona;2011M12;2,86
08 Barcelona;2011M11;2
08 Barcelona;2011M10;2,13
08 Barcelona;2011M09;2,32
08 Barcelona;2011M08;7,13
08 Barcelona;2011M07;4,58
08 Barcelona;2011M06;2,82
08 Barcelona;2011M05;2,04
08 Barcelona;2011M04;2,82
08 Barcelona;2011M03;2,02
08 Barcelona;2011M02;1,88
08 Barcelona;2011M01;2,25
08 Barcelona;2010M12;2,94
08 Barcelona;2010M11;1,88
08 Barcelona;2010M10;2,3
08 Barcelona;2010M09;1,99
08 Barcelona;2010M08;6,63
08 Barcelona;2010M07;3,44
08 Barcelona;2010M06;2,56
08 Barcelona;2010M05;2,02
08 Barcelona;2010M04;2,67
08 Barcelona;2010M03;2,14
08 Barcelona;2010M02;2,13
08 Barcelona;2010M01;2,55
08 Barcelona;2009M12;2,88
08 Barcelona;2009M11;1,98
08 Barcelona;2009M10;2,57
08 Barcelona;2009M09;2,53
08 Barcelona;2009M08;7,54
08 Barcelona;2009M07;3,93
08 Barcelona;2009M06;2,39
08 Barcelona;2009M05;2,68
08 Barcelona;2009M04;3,17
08 Barcelona;2009M03;2
08 Barcelona;2009M02;2,05
08 Barcelona;2009M01;2,39
08 Barcelona;2008M12;3,05
08 Barcelona;2008M11;2,03
08 Barcelona;2008M10;2,06
08 Barcelona;2008M09;2,93
08 Barcelona;2008M08;6,82
08 Barcelona;2008M07;3,95
08 Barcelona;2008M06;2,35
08 Barcelona;2008M05;2,72
08 Barcelona;2008M04;2,16
08 Barcelona;2008M03;2,58
08 Barcelona;2008M02;1,85
08 Barcelona;2008M01;2,28
08 Barcelona;2007M12;3,27
08 Barcelona;2007M11;2,44
08 Barcelona;2007M10;2,8
08 Barcelona;2007M09;3,43
08 Barcelona;2007M08;5,6
08 Barcelona;2007M07;4,07
08 Barcelona;2007M06;2,11
08 Barcelona;2007M05;2,12
08 Barcelona;2007M04;2,91
08 Barcelona;2007M03;2,07
08 Barcelona;2007M02;2,12
08 Barcelona;2007M01;2,27
08 Barcelona;2006M12;3,28
08 Barcelona;2006M11;2,09
08 Barcelona;2006M10;2,61
08 Barcelona;2006M09;2,75
08 Barcelona;2006M08;10,08
08 Barcelona;2006M07;5,03
08 Barcelona;2006M06;2,2
08 Barcelona;2006M05;2,31
08 Barcelona;2006M04;2,69
08 Barcelona;2006M03;2,11
08 Barcelona;2006M02;2,18
08 Barcelona;2006M01;2,54
08 Barcelona;2005M12;2,7
08 Barcelona;2005M11;2,05
08 Barcelona;2005M10;2,17
08 Barcelona;2005M09;2,5
08 Barcelona;2005M08;9,64
08 Barcelona;2005M07;3,34
08 Barcelona;2005M06;2,43
08 Barcelona;2005M05;2,57
08 Barcelona;2005M04;2
08 Barcelona;2005M03;2,93
08 Barcelona;2005M02;2,1
08 Barcelona;2005M01;2,6
48 Bizkaia;2026M06;2,37
48 Bizkaia;2026M05;2,13
48 Bizkaia;2026M04;2,18
48 Bizkaia;2026M03;2
48 Bizkaia;2026M02;1,79
48 Bizkaia;2026M01;1,95
48 Bizkaia;2025M12;2,47
48 Bizkaia;2025M11;1,81
48 Bizkaia;2025M10;1,95
48 Bizkaia;2025M09;2,25
48 Bizkaia;2025M08;3,37
48 Bizkaia;2025M07;2,8
48 Bizkaia;2025M06;1,81
48 Bizkaia;2025M05;1,81
48 Bizkaia;2025M04;2,05
48 Bizkaia;2025M03;2,2
48 Bizkaia;2025M02;1,93
48 Bizkaia;2025M01;2,25
48 Bizkaia;2024M12;2,3
48 Bizkaia;2024M11;2,17
48 Bizkaia;2024M10;1,91
48 Bizkaia;2024M09;1,98
48 Bizkaia;2024M08;2,99
48 Bizkaia;2024M07;2,47
48 Bizkaia;2024M06;2,1
48 Bizkaia;2024M05;1,78
48 Bizkaia;2024M04;2,03
48 Bizkaia;2024M03;2,06
48 Bizkaia;2024M02;1,96
48 Bizkaia;2024M01;2,25
48 Bizkaia;2023M12;2,44
48 Bizkaia;2023M11;2,31
48 Bizkaia;2023M10;2,24
48 Bizkaia;2023M09;2,12
48 Bizkaia;2023M08;3,26
48 Bizkaia;2023M07;2,71
48 Bizkaia;2023M06;1,97
48 Bizkaia;2023M05;1,88
48 Bizkaia;2023M04;2,17
48 Bizkaia;2023M03;1,99
48 Bizkaia;2023M02;2,01
48 Bizkaia;2023M01;2,25
48 Bizkaia;2022M12;2,39
48 Bizkaia;2022M11;2,17
48 Bizkaia;2022M10;2,28
48 Bizkaia;2022M09;2,08
48 Bizkaia;2022M08;3,57
48 Bizkaia;2022M07;2,54
48 Bizkaia;2022M06;2,09
48 Bizkaia;2022M05;1,89
48 Bizkaia;2022M04;2,22
48 Bizkaia;2022M03;2,14
48 Bizkaia;2022M02;2,06
48 Bizkaia;2022M01;1,95
48 Bizkaia;2021M12;2,33
48 Bizkaia;2021M11;2,41
48 Bizkaia;2021M10;2,44
48 Bizkaia;2021M09;2,44
48 Bizkaia;2021M08;3,54
48 Bizkaia;2021M07;2,98
48 Bizkaia;2021M06;2,37
48 Bizkaia;2021M05;2,22
48 Bizkaia;2021M04;3,01
48 Bizkaia;2021M03;2,5
48 Bizkaia;2021M02;3,55
48 Bizkaia;2021M01;3,96
48 Bizkaia;2020M12;2,92
48 Bizkaia;2020M11;5,39
48 Bizkaia;2020M10;2,39
48 Bizkaia;2020M09;2,13
48 Bizkaia;2020M08;3,59
48 Bizkaia;2020M07;2,72
48 Bizkaia;2020M06;2,46
48 Bizkaia;2020M05;4,6
48 Bizkaia;2020M04;.
48 Bizkaia;2020M03;2,11
48 Bizkaia;2020M02;2,04
48 Bizkaia;2020M01;2,02
48 Bizkaia;2019M12;2,23
48 Bizkaia;2019M11;1,99
48 Bizkaia;2019M10;1,94
48 Bizkaia;2019M09;2,28
48 Bizkaia;2019M08;3,39
48 Bizkaia;2019M07;2,76
48 Bizkaia;2019M06;2,35
48 Bizkaia;2019M05;1,93
48 Bizkaia;2019M04;2,38
48 Bizkaia;2019M03;1,82
48 Bizkaia;2019M02;2,83
48 Bizkaia;2019M01;2,64
48 Bizkaia;2018M12;2,54
48 Bizkaia;2018M11;2,33
48 Bizkaia;2018M10;2,28
48 Bizkaia;2018M09;2,3
48 Bizkaia;2018M08;3,64
48 Bizkaia;2018M07;2,83
48 Bizkaia;2018M06;2,19
48 Bizkaia;2018M05;2,18
48 Bizkaia;2018M04;2,47
48 Bizkaia;2018M03;2,3
48 Bizkaia;2018M02;2,15
48 Bizkaia;2018M01;2,35
48 Bizkaia;2017M12;2,46
48 Bizkaia;2017M11;2,19
48 Bizkaia;2017M10;2,13
48 Bizkaia;2017M09;2,02
48 Bizkaia;2017M08;3,3
48 Bizkaia;2017M07;2,66
48 Bizkaia;2017M06;1,92
48 Bizkaia;2017M05;1,81
48 Bizkaia;2017M04;2,25
48 Bizkaia;2017M03;1,82
48 Bizkaia;2017M02;2,36
48 Bizkaia;2017M01;2,54
48 Bizkaia;2016M12;2,47
48 Bizkaia;2016M11;2,24
48 Bizkaia;2016M10;2,19
48 Bizkaia;2016M09;2,18
48 Bizkaia;2016M08;3,58
48 Bizkaia;2016M07;2,77
48 Bizkaia;2016M06;2,35
48 Bizkaia;2016M05;2,22
48 Bizkaia;2016M04;2,16
48 Bizkaia;2016M03;2,72
48 Bizkaia;2016M02;2,28
48 Bizkaia;2016M01;2,56
48 Bizkaia;2015M12;2,2
48 Bizkaia;2015M11;2,06
48 Bizkaia;2015M10;2,15
48 Bizkaia;2015M09;2,36
48 Bizkaia;2015M08;3,7
48 Bizkaia;2015M07;2,87
48 Bizkaia;2015M06;2,29
48 Bizkaia;2015M05;2,05
48 Bizkaia;2015M04;2,4
48 Bizkaia;2015M03;2,13
48 Bizkaia;2015M02;2,24
48 Bizkaia;2015M01;2,06
48 Bizkaia;2014M12;2,37
48 Bizkaia;2014M11;2,17
48 Bizkaia;2014M10;2,06
48 Bizkaia;2014M09;2,35
48 Bizkaia;2014M08;3,67
48 Bizkaia;2014M07;3,12
48 Bizkaia;2014M06;2,23
48 Bizkaia;2014M05;2,19
48 Bizkaia;2014M04;2,79
48 Bizkaia;2014M03;2,06
48 Bizkaia;2014M02;2,13
48 Bizkaia;2014M01;2,45
48 Bizkaia;2013M12;2,24
48 Bizkaia;2013M11;2,09
48 Bizkaia;2013M10;2,17
48 Bizkaia;2013M09;2,47
48 Bizkaia;2013M08;3,78
48 Bizkaia;2013M07;3,21
48 Bizkaia;2013M06;2,23
48 Bizkaia;2013M05;2,08
48 Bizkaia;2013M04;2,27
48 Bizkaia;2013M03;2,71
48 Bizkaia;2013M02;2,31
48 Bizkaia;2013M01;3,05
48 Bizkaia;2012M12;2,38
48 Bizkaia;2012M11;3,47
48 Bizkaia;2012M10;2,52
48 Bizkaia;2012M09;2,34
48 Bizkaia;2012M08;3,95
48 Bizkaia;2012M07;2,75
48 Bizkaia;2012M06;2,18
48 Bizkaia;2012M05;2,25
48 Bizkaia;2012M04;2,87
48 Bizkaia;2012M03;2,06
48 Bizkaia;2012M02;3,01
48 Bizkaia;2012M01;2,66
48 Bizkaia;2011M12;2,84
48 Bizkaia;2011M11;2,71
48 Bizkaia;2011M10;2,4
48 Bizkaia;2011M09;2,14
48 Bizkaia;2011M08;3,94
48 Bizkaia;2011M07;2,77
48 Bizkaia;2011M06;2,03
48 Bizkaia;2011M05;2,24
48 Bizkaia;2011M04;2,8
48 Bizkaia;2011M03;2,08
48 Bizkaia;2011M02;2,43
48 Bizkaia;2011M01;2,62
48 Bizkaia;2010M12;2,57
48 Bizkaia;2010M11;3,01
48 Bizkaia;2010M10;2,46
48 Bizkaia;2010M09;2,8
48 Bizkaia;2010M08;3,46
48 Bizkaia;2010M07;2,91
48 Bizkaia;2010M06;1,98
48 Bizkaia;2010M05;2,13
48 Bizkaia;2010M04;2,45
48 Bizkaia;2010M03;2,25
48 Bizkaia;2010M02;2,8
48 Bizkaia;2010M01;2,74
48 Bizkaia;2009M12;2,52
48 Bizkaia;2009M11;2,54
48 Bizkaia;2009M10;2,18
48 Bizkaia;2009M09;2,3
48 Bizkaia;2009M08;3,95
48 Bizkaia;2009M07;3,02
48 Bizkaia;2009M06;2,55
48 Bizkaia;2009M05;2,47
48 Bizkaia;2009M04;2,76
48 Bizkaia;2009M03;2,36
48 Bizkaia;2009M02;2,36
48 Bizkaia;2009M01;2,96
48 Bizkaia;2008M12;2,22
48 Bizkaia;2008M11;2,38
48 Bizkaia;2008M10;2,44
48 Bizkaia;2008M09;2,71
48 Bizkaia;2008M08;3,88
48 Bizkaia;2008M07;3,02
48 Bizkaia;2008M06;2,11
48 Bizkaia;2008M05;2,65
48 Bizkaia;2008M04;2,13
48 Bizkaia;2008M03;3,07
48 Bizkaia;2008M02;2,42
48 Bizkaia;2008M01;1,92
48 Bizkaia;2007M12;2,36
48 Bizkaia;2007M11;2,18
48 Bizkaia;2007M10;2,17
48 Bizkaia;2007M09;2,56
48 Bizkaia;2007M08;4,36
48 Bizkaia;2007M07;3,06
48 Bizkaia;2007M06;2,33
48 Bizkaia;2007M05;2,2
48 Bizkaia;2007M04;2,78
48 Bizkaia;2007M03;2,32
48 Bizkaia;2007M02;2,73
48 Bizkaia;2007M01;2,46
48 Bizkaia;2006M12;2,28
48 Bizkaia;2006M11;2,16
48 Bizkaia;2006M10;2,59
48 Bizkaia;2006M09;2,63
48 Bizkaia;2006M08;4,03
48 Bizkaia;2006M07;3,13
48 Bizkaia;2006M06;2,12
48 Bizkaia;2006M05;2,01
48 Bizkaia;2006M04;2,56
48 Bizkaia;2006M03;2,46
48 Bizkaia;2006M02;2,03
48 Bizkaia;2006M01;2
48 Bizkaia;2005M12;0
48 Bizkaia;2005M11;0
48 Bizkaia;2005M10;0
48 Bizkaia;2005M09;0
48 Bizkaia;2005M08;0
48 Bizkaia;2005M07;0
48 Bizkaia;2005M06;0
48 Bizkaia;2005M05;0
48 Bizkaia;2005M04;0
48 Bizkaia;2005M03;0
48 Bizkaia;2005M02;0
48 Bizkaia;2005M01;0
09 Burgos;2026M06;1,83
09 Burgos;2026M05;1,95
09 Burgos;2026M04;2,18
09 Burgos;2026M03;2,02
09 Burgos;2026M02;2,08
09 Burgos;2026M01;2,21
09 Burgos;2025M12;2,36
09 Burgos;2025M11;2,31
09 Burgos;2025M10;1,93
09 Burgos;2025M09;2,32
09 Burgos;2025M08;3,03
09 Burgos;2025M07;2,54
09 Burgos;2025M06;2,01
09 Burgos;2025M05;1,87
09 Burgos;2025M04;2,27
09 Burgos;2025M03;2,21
09 Burgos;2025M02;2,11
09 Burgos;2025M01;2,58
09 Burgos;2024M12;2,41
09 Burgos;2024M11;1,93
09 Burgos;2024M10;2,05
09 Burgos;2024M09;1,83
09 Burgos;2024M08;2,81
09 Burgos;2024M07;2,25
09 Burgos;2024M06;1,85
