Provincias con mayor número de pernoctaciones;Periodo;Total
31 Navarra;2025M09;2,63
31 Navarra;2025M08;4,76
31 Navarra;2025M07;3,98
31 Navarra;2025M06;2,29
31 Navarra;2025M05;2,34
31 Navarra;2025M04;2,5
31 Navarra;2025M03;1,99
31 Navarra;2025M02;2,86
31 Navarra;2025M01;2,3
31 Navarra;2024M12;3,01
31 Navarra;2024M11;2,26
31 Navarra;2024M10;2,2
31 Navarra;2024M09;2,49
31 Navarra;2024M08;3,55
31 Navarra;2024M07;3,11
31 Navarra;2024M06;2,21
31 Navarra;2024M05;1,82
31 Navarra;2024M04;1,82
31 Navarra;2024M03;2,78
31 Navarra;2024M02;2,27
31 Navarra;2024M01;2,36
31 Navarra;2023M12;3,1
31 Navarra;2023M11;2,59
31 Navarra;2023M10;2,36
31 Navarra;2023M09;2,29
31 Navarra;2023M08;3,59
31 Navarra;2023M07;3,07
31 Navarra;2023M06;2,57
31 Navarra;2023M05;2,65
31 Navarra;2023M04;2,53
31 Navarra;2023M03;2,43
31 Navarra;2023M02;2,52
31 Navarra;2023M01;2,75
31 Navarra;2022M12;2,99
31 Navarra;2022M11;2,62
31 Navarra;2022M10;2,74
31 Navarra;2022M09;2,81
31 Navarra;2022M08;5,11
31 Navarra;2022M07;3,86
31 Navarra;2022M06;2,71
31 Navarra;2022M05;2,62
31 Navarra;2022M04;3,27
31 Navarra;2022M03;2,96
31 Navarra;2022M02;3,09
31 Navarra;2022M01;3,05
31 Navarra;2021M12;3,85
31 Navarra;2021M11;3,92
31 Navarra;2021M10;3,27
31 Navarra;2021M09;3,4
31 Navarra;2021M08;5,47
31 Navarra;2021M07;4,15
31 Navarra;2021M06;3,22
31 Navarra;2021M05;3,56
31 Navarra;2021M04;3,77
31 Navarra;2021M03;3,56
31 Navarra;2021M02;3,99
31 Navarra;2021M01;3,99
31 Navarra;2020M12;3,68
31 Navarra;2020M11;5,26
31 Navarra;2020M10;3,69
31 Navarra;2020M09;3,43
31 Navarra;2020M08;5,81
31 Navarra;2020M07;4,33
31 Navarra;2020M06;2,71
31 Navarra;2020M05;2,8
31 Navarra;2020M04;.
31 Navarra;2020M03;3,11
31 Navarra;2020M02;2,29
31 Navarra;2020M01;2,77
31 Navarra;2019M12;3,07
31 Navarra;2019M11;2,4
31 Navarra;2019M10;2,31
31 Navarra;2019M09;2,9
31 Navarra;2019M08;5,81
31 Navarra;2019M07;4,06
31 Navarra;2019M06;2,63
31 Navarra;2019M05;2,52
31 Navarra;2019M04;3,53
31 Navarra;2019M03;2,36
31 Navarra;2019M02;2,57
31 Navarra;2019M01;2,48
31 Navarra;2018M12;3,06
31 Navarra;2018M11;2,4
31 Navarra;2018M10;2,48
31 Navarra;2018M09;2,46
31 Navarra;2018M08;5,41
31 Navarra;2018M07;4,28
31 Navarra;2018M06;2,44
31 Navarra;2018M05;2,04
31 Navarra;2018M04;2,42
31 Navarra;2018M03;2,91
31 Navarra;2018M02;2,82
31 Navarra;2018M01;2,65
31 Navarra;2017M12;2,91
31 Navarra;2017M11;2,08
31 Navarra;2017M10;2,35
31 Navarra;2017M09;1,89
31 Navarra;2017M08;5,09
31 Navarra;2017M07;3,71
31 Navarra;2017M06;2,13
31 Navarra;2017M05;1,9
31 Navarra;2017M04;2,7
31 Navarra;2017M03;2,04
31 Navarra;2017M02;2,11
31 Navarra;2017M01;2,96
31 Navarra;2016M12;2,79
31 Navarra;2016M11;2,14
31 Navarra;2016M10;2,27
31 Navarra;2016M09;1,92
31 Navarra;2016M08;4,46
31 Navarra;2016M07;3,18
31 Navarra;2016M06;1,82
31 Navarra;2016M05;1,76
31 Navarra;2016M04;2,05
31 Navarra;2016M03;2,78
31 Navarra;2016M02;2,09
31 Navarra;2016M01;2,75
31 Navarra;2015M12;2,83
31 Navarra;2015M11;2,31
31 Navarra;2015M10;2,27
31 Navarra;2015M09;1,87
31 Navarra;2015M08;4,67
31 Navarra;2015M07;3,53
31 Navarra;2015M06;1,84
31 Navarra;2015M05;1,85
31 Navarra;2015M04;2,46
31 Navarra;2015M03;2,16
31 Navarra;2015M02;2,09
31 Navarra;2015M01;2,68
31 Navarra;2014M12;2,68
31 Navarra;2014M11;2
31 Navarra;2014M10;1,93
31 Navarra;2014M09;2,25
31 Navarra;2014M08;4,42
31 Navarra;2014M07;3,26
31 Navarra;2014M06;1,95
31 Navarra;2014M05;1,97
31 Navarra;2014M04;2,77
31 Navarra;2014M03;1,98
31 Navarra;2014M02;2,14
31 Navarra;2014M01;2,11
31 Navarra;2013M12;2,62
31 Navarra;2013M11;2,28
31 Navarra;2013M10;2,14
31 Navarra;2013M09;2,42
31 Navarra;2013M08;5,5
31 Navarra;2013M07;3,98
31 Navarra;2013M06;2,1
31 Navarra;2013M05;2,07
31 Navarra;2013M04;2,16
31 Navarra;2013M03;3,24
31 Navarra;2013M02;2,27
31 Navarra;2013M01;2,77
31 Navarra;2012M12;2,78
31 Navarra;2012M11;3,2
31 Navarra;2012M10;2,35
31 Navarra;2012M09;2,66
31 Navarra;2012M08;5,11
31 Navarra;2012M07;3,99
31 Navarra;2012M06;1,96
31 Navarra;2012M05;2,11
31 Navarra;2012M04;2,77
31 Navarra;2012M03;2,27
31 Navarra;2012M02;2,75
31 Navarra;2012M01;2,81
31 Navarra;2011M12;3,31
31 Navarra;2011M11;2,34
31 Navarra;2011M10;2,33
31 Navarra;2011M09;2,42
31 Navarra;2011M08;6,26
31 Navarra;2011M07;4,38
31 Navarra;2011M06;2,01
31 Navarra;2011M05;2,01
31 Navarra;2011M04;3,33
31 Navarra;2011M03;2,31
31 Navarra;2011M02;2,22
31 Navarra;2011M01;2,8
31 Navarra;2010M12;3,73
31 Navarra;2010M11;2,1
31 Navarra;2010M10;2,76
31 Navarra;2010M09;2,44
31 Navarra;2010M08;7,14
31 Navarra;2010M07;4,04
31 Navarra;2010M06;2,33
31 Navarra;2010M05;1,93
31 Navarra;2010M04;3,33
31 Navarra;2010M03;2,24
31 Navarra;2010M02;2,04
31 Navarra;2010M01;2,45
31 Navarra;2009M12;2,91
31 Navarra;2009M11;2,15
31 Navarra;2009M10;2,46
31 Navarra;2009M09;3,11
31 Navarra;2009M08;7,23
31 Navarra;2009M07;3,84
31 Navarra;2009M06;2,51
31 Navarra;2009M05;2,74
31 Navarra;2009M04;3,06
31 Navarra;2009M03;2,76
31 Navarra;2009M02;2,22
31 Navarra;2009M01;3,43
31 Navarra;2008M12;2,94
31 Navarra;2008M11;2,13
31 Navarra;2008M10;2,39
31 Navarra;2008M09;3,1
31 Navarra;2008M08;6,55
31 Navarra;2008M07;4,5
31 Navarra;2008M06;2,32
31 Navarra;2008M05;2,75
31 Navarra;2008M04;2,5
31 Navarra;2008M03;3,86
31 Navarra;2008M02;2,21
31 Navarra;2008M01;3,02
31 Navarra;2007M12;3,64
31 Navarra;2007M11;3,11
31 Navarra;2007M10;2,51
31 Navarra;2007M09;3,16
31 Navarra;2007M08;5,69
31 Navarra;2007M07;4,07
31 Navarra;2007M06;2,15
31 Navarra;2007M05;2,15
31 Navarra;2007M04;3,45
31 Navarra;2007M03;2,28
31 Navarra;2007M02;2,31
31 Navarra;2007M01;2,32
31 Navarra;2006M12;3,48
31 Navarra;2006M11;2,51
31 Navarra;2006M10;2,74
31 Navarra;2006M09;2,76
31 Navarra;2006M08;8,68
31 Navarra;2006M07;4,94
31 Navarra;2006M06;2,49
31 Navarra;2006M05;2,25
31 Navarra;2006M04;2,82
31 Navarra;2006M03;2,3
31 Navarra;2006M02;2,96
31 Navarra;2006M01;2,66
31 Navarra;2005M12;3,41
31 Navarra;2005M11;2,31
31 Navarra;2005M10;2,99
31 Navarra;2005M09;3,29
31 Navarra;2005M08;8,75
31 Navarra;2005M07;5,92
31 Navarra;2005M06;2,93
31 Navarra;2005M05;2,97
31 Navarra;2005M04;2,39
31 Navarra;2005M03;3,58
31 Navarra;2005M02;2,51
31 Navarra;2005M01;3,85
32 Ourense;2026M06;1,64
32 Ourense;2026M05;1,56
32 Ourense;2026M04;1,63
32 Ourense;2026M03;1,48
32 Ourense;2026M02;1,4
32 Ourense;2026M01;1,35
32 Ourense;2025M12;1,5
32 Ourense;2025M11;1,53
32 Ourense;2025M10;1,71
32 Ourense;2025M09;2,02
32 Ourense;2025M08;2,43
32 Ourense;2025M07;2,12
32 Ourense;2025M06;1,76
32 Ourense;2025M05;1,78
32 Ourense;2025M04;1,82
32 Ourense;2025M03;1,47
32 Ourense;2025M02;1,34
32 Ourense;2025M01;1,48
32 Ourense;2024M12;1,61
32 Ourense;2024M11;1,47
32 Ourense;2024M10;1,87
32 Ourense;2024M09;1,94
32 Ourense;2024M08;2,54
32 Ourense;2024M07;2,11
32 Ourense;2024M06;1,78
32 Ourense;2024M05;1,65
32 Ourense;2024M04;1,51
32 Ourense;2024M03;1,65
32 Ourense;2024M02;1,48
32 Ourense;2024M01;1,53
32 Ourense;2023M12;1,72
32 Ourense;2023M11;1,5
32 Ourense;2023M10;1,63
32 Ourense;2023M09;1,68
32 Ourense;2023M08;2,15
32 Ourense;2023M07;1,99
32 Ourense;2023M06;1,59
32 Ourense;2023M05;1,41
32 Ourense;2023M04;1,78
32 Ourense;2023M03;1,46
32 Ourense;2023M02;1,45
32 Ourense;2023M01;1,44
32 Ourense;2022M12;1,77
32 Ourense;2022M11;1,49
32 Ourense;2022M10;1,7
32 Ourense;2022M09;1,85
32 Ourense;2022M08;2,39
32 Ourense;2022M07;1,98
32 Ourense;2022M06;1,68
32 Ourense;2022M05;1,57
32 Ourense;2022M04;1,99
32 Ourense;2022M03;1,5
32 Ourense;2022M02;1,5
32 Ourense;2022M01;1,42
32 Ourense;2021M12;1,7
32 Ourense;2021M11;1,73
32 Ourense;2021M10;1,77
32 Ourense;2021M09;1,84
32 Ourense;2021M08;2,41
32 Ourense;2021M07;2,23
32 Ourense;2021M06;1,67
32 Ourense;2021M05;1,58
32 Ourense;2021M04;1,58
32 Ourense;2021M03;1,6
32 Ourense;2021M02;1,87
32 Ourense;2021M01;1,59
32 Ourense;2020M12;1,5
32 Ourense;2020M11;.
32 Ourense;2020M10;1,9
32 Ourense;2020M09;1,83
32 Ourense;2020M08;2,32
32 Ourense;2020M07;2,1
32 Ourense;2020M06;1,49
32 Ourense;2020M05;.
32 Ourense;2020M04;.
32 Ourense;2020M03;1,45
32 Ourense;2020M02;1,71
32 Ourense;2020M01;1,44
32 Ourense;2019M12;1,72
32 Ourense;2019M11;1,58
32 Ourense;2019M10;1,61
32 Ourense;2019M09;1,77
32 Ourense;2019M08;2,24
32 Ourense;2019M07;1,94
32 Ourense;2019M06;1,63
32 Ourense;2019M05;1,68
32 Ourense;2019M04;1,95
32 Ourense;2019M03;1,62
32 Ourense;2019M02;1,54
32 Ourense;2019M01;1,45
32 Ourense;2018M12;1,78
32 Ourense;2018M11;1,61
32 Ourense;2018M10;1,67
32 Ourense;2018M09;1,61
32 Ourense;2018M08;2,15
32 Ourense;2018M07;1,91
32 Ourense;2018M06;1,61
32 Ourense;2018M05;1,48
32 Ourense;2018M04;1,72
32 Ourense;2018M03;1,72
32 Ourense;2018M02;1,67
32 Ourense;2018M01;1,44
32 Ourense;2017M12;1,86
32 Ourense;2017M11;1,48
32 Ourense;2017M10;1,66
32 Ourense;2017M09;1,57
32 Ourense;2017M08;2,21
32 Ourense;2017M07;1,8
32 Ourense;2017M06;1,63
32 Ourense;2017M05;1,72
32 Ourense;2017M04;1,78
32 Ourense;2017M03;1,47
32 Ourense;2017M02;1,57
32 Ourense;2017M01;1,46
32 Ourense;2016M12;1,65
32 Ourense;2016M11;1,48
32 Ourense;2016M10;1,58
32 Ourense;2016M09;1,67
32 Ourense;2016M08;1,95
32 Ourense;2016M07;1,93
32 Ourense;2016M06;1,48
32 Ourense;2016M05;1,47
32 Ourense;2016M04;1,39
32 Ourense;2016M03;1,67
32 Ourense;2016M02;1,34
32 Ourense;2016M01;1,37
32 Ourense;2015M12;1,59
32 Ourense;2015M11;1,54
32 Ourense;2015M10;1,52
32 Ourense;2015M09;1,46
32 Ourense;2015M08;2,06
32 Ourense;2015M07;1,86
32 Ourense;2015M06;1,44
32 Ourense;2015M05;1,52
32 Ourense;2015M04;1,57
32 Ourense;2015M03;1,38
32 Ourense;2015M02;1,48
32 Ourense;2015M01;1,61
32 Ourense;2014M12;1,8
32 Ourense;2014M11;1,56
32 Ourense;2014M10;1,52
32 Ourense;2014M09;1,78
32 Ourense;2014M08;2,19
32 Ourense;2014M07;2,07
32 Ourense;2014M06;1,67
32 Ourense;2014M05;1,68
32 Ourense;2014M04;1,9
32 Ourense;2014M03;1,88
32 Ourense;2014M02;1,49
32 Ourense;2014M01;1,84
32 Ourense;2013M12;1,97
32 Ourense;2013M11;1,8
32 Ourense;2013M10;1,94
32 Ourense;2013M09;1,78
32 Ourense;2013M08;2,18
32 Ourense;2013M07;1,85
32 Ourense;2013M06;1,42
32 Ourense;2013M05;1,69
32 Ourense;2013M04;1,54
32 Ourense;2013M03;1,82
32 Ourense;2013M02;1,53
32 Ourense;2013M01;1,42
32 Ourense;2012M12;1,47
32 Ourense;2012M11;1,54
32 Ourense;2012M10;1,58
32 Ourense;2012M09;1,62
32 Ourense;2012M08;2,22
32 Ourense;2012M07;1,79
32 Ourense;2012M06;1,49
32 Ourense;2012M05;1,62
32 Ourense;2012M04;1,96
32 Ourense;2012M03;1,45
32 Ourense;2012M02;1,4
32 Ourense;2012M01;1,34
32 Ourense;2011M12;1,67
32 Ourense;2011M11;1,45
32 Ourense;2011M10;1,48
32 Ourense;2011M09;1,68
32 Ourense;2011M08;2,55
32 Ourense;2011M07;2,22
32 Ourense;2011M06;1,84
32 Ourense;2011M05;1,82
32 Ourense;2011M04;1,77
32 Ourense;2011M03;1,61
32 Ourense;2011M02;1,46
32 Ourense;2011M01;1,73
32 Ourense;2010M12;1,94
32 Ourense;2010M11;1,66
32 Ourense;2010M10;1,8
32 Ourense;2010M09;1,63
32 Ourense;2010M08;2,43
32 Ourense;2010M07;2,02
32 Ourense;2010M06;1,91
32 Ourense;2010M05;1,82
32 Ourense;2010M04;1,99
32 Ourense;2010M03;1,78
32 Ourense;2010M02;1,59
32 Ourense;2010M01;1,53
32 Ourense;2009M12;1,85
32 Ourense;2009M11;1,53
32 Ourense;2009M10;1,65
32 Ourense;2009M09;1,8
32 Ourense;2009M08;2,28
32 Ourense;2009M07;2,09
32 Ourense;2009M06;1,77
32 Ourense;2009M05;1,76
32 Ourense;2009M04;1,99
32 Ourense;2009M03;1,69
32 Ourense;2009M02;1,49
32 Ourense;2009M01;1,54
32 Ourense;2008M12;1,8
32 Ourense;2008M11;1,57
32 Ourense;2008M10;1,66
32 Ourense;2008M09;1,86
32 Ourense;2008M08;2,43
32 Ourense;2008M07;2,05
32 Ourense;2008M06;1,76
32 Ourense;2008M05;1,68
32 Ourense;2008M04;1,57
32 Ourense;2008M03;1,94
32 Ourense;2008M02;1,65
32 Ourense;2008M01;1,5
32 Ourense;2007M12;1,9
32 Ourense;2007M11;1,67
32 Ourense;2007M10;1,67
32 Ourense;2007M09;1,67
32 Ourense;2007M08;2,28
32 Ourense;2007M07;2,06
32 Ourense;2007M06;1,68
32 Ourense;2007M05;1,65
32 Ourense;2007M04;1,97
32 Ourense;2007M03;1,52
32 Ourense;2007M02;1,52
32 Ourense;2007M01;1,67
32 Ourense;2006M12;1,84
32 Ourense;2006M11;1,64
32 Ourense;2006M10;1,81
32 Ourense;2006M09;1,76
32 Ourense;2006M08;2,49
32 Ourense;2006M07;2,13
32 Ourense;2006M06;1,66
32 Ourense;2006M05;1,68
32 Ourense;2006M04;1,9
32 Ourense;2006M03;1,66
32 Ourense;2006M02;1,61
32 Ourense;2006M01;1,61
32 Ourense;2005M12;1,63
32 Ourense;2005M11;1,6
32 Ourense;2005M10;1,76
32 Ourense;2005M09;1,7
32 Ourense;2005M08;2,75
32 Ourense;2005M07;2,03
32 Ourense;2005M06;1,72
32 Ourense;2005M05;1,68
32 Ourense;2005M04;1,59
32 Ourense;2005M03;2,01
32 Ourense;2005M02;1,53
32 Ourense;2005M01;1,55
34 Palencia;2026M06;1,89
34 Palencia;2026M05;1,86
34 Palencia;2026M04;2,04
34 Palencia;2026M03;2,08
34 Palencia;2026M02;2,17
34 Palencia;2026M01;2,31
34 Palencia;2025M12;2,4
34 Palencia;2025M11;2,07
34 Palencia;2025M10;1,86
34 Palencia;2025M09;2,04
34 Palencia;2025M08;2,65
34 Palencia;2025M07;2,32
34 Palencia;2025M06;1,93
34 Palencia;2025M05;2,16
34 Palencia;2025M04;2,48
34 Palencia;2025M03;2,24
34 Palencia;2025M02;1,9
34 Palencia;2025M01;2,44
34 Palencia;2024M12;2,7
34 Palencia;2024M11;2,35
34 Palencia;2024M10;2,11
34 Palencia;2024M09;2,21
34 Palencia;2024M08;3,14
34 Palencia;2024M07;2,64
34 Palencia;2024M06;2,04
34 Palencia;2024M05;2,02
34 Palencia;2024M04;2,44
34 Palencia;2024M03;2,38
34 Palencia;2024M02;2,31
34 Palencia;2024M01;2,3
34 Palencia;2023M12;2,74
34 Palencia;2023M11;2,7
34 Palencia;2023M10;2,16
34 Palencia;2023M09;2,36
34 Palencia;2023M08;3,22
34 Palencia;2023M07;2,64
34 Palencia;2023M06;1,78
34 Palencia;2023M05;1,8
34 Palencia;2023M04;2,02
34 Palencia;2023M03;1,8
34 Palencia;2023M02;1,87
34 Palencia;2023M01;2,21
34 Palencia;2022M12;2,75
34 Palencia;2022M11;2,23
34 Palencia;2022M10;2,03
34 Palencia;2022M09;1,84
34 Palencia;2022M08;3,5
34 Palencia;2022M07;2,66
34 Palencia;2022M06;1,89
34 Palencia;2022M05;1,93
34 Palencia;2022M04;2,49
34 Palencia;2022M03;2,08
34 Palencia;2022M02;2,25
34 Palencia;2022M01;2,04
34 Palencia;2021M12;2,73
34 Palencia;2021M11;2
34 Palencia;2021M10;2,24
34 Palencia;2021M09;2,13
34 Palencia;2021M08;4
34 Palencia;2021M07;2,39
34 Palencia;2021M06;2,32
34 Palencia;2021M05;1,77
34 Palencia;2021M04;2,07
34 Palencia;2021M03;2,89
34 Palencia;2021M02;3,1
34 Palencia;2021M01;3,93
34 Palencia;2020M12;2,84
34 Palencia;2020M11;.
34 Palencia;2020M10;2,74
34 Palencia;2020M09;3,01
34 Palencia;2020M08;3,95
34 Palencia;2020M07;3,06
34 Palencia;2020M06;2,32
34 Palencia;2020M05;.
34 Palencia;2020M04;.
34 Palencia;2020M03;1,63
34 Palencia;2020M02;1,83
34 Palencia;2020M01;2,15
34 Palencia;2019M12;3,01
34 Palencia;2019M11;2,06
34 Palencia;2019M10;2,17
34 Palencia;2019M09;2
34 Palencia;2019M08;3,98
34 Palencia;2019M07;3,11
34 Palencia;2019M06;2,15
34 Palencia;2019M05;1,87
34 Palencia;2019M04;2,38
34 Palencia;2019M03;2,13
34 Palencia;2019M02;2,07
34 Palencia;2019M01;2,69
34 Palencia;2018M12;3,68
34 Palencia;2018M11;2,54
34 Palencia;2018M10;2,05
34 Palencia;2018M09;1,97
34 Palencia;2018M08;3,15
34 Palencia;2018M07;2,81
34 Palencia;2018M06;2,22
34 Palencia;2018M05;2,21
34 Palencia;2018M04;2,36
34 Palencia;2018M03;2,9
34 Palencia;2018M02;2,17
34 Palencia;2018M01;2,29
34 Palencia;2017M12;3,07
34 Palencia;2017M11;2,38
34 Palencia;2017M10;2,11
34 Palencia;2017M09;2,22
34 Palencia;2017M08;3,59
34 Palencia;2017M07;2,53
34 Palencia;2017M06;1,95
34 Palencia;2017M05;1,83
34 Palencia;2017M04;2,59
34 Palencia;2017M03;1,91
34 Palencia;2017M02;2
34 Palencia;2017M01;2,12
34 Palencia;2016M12;2,59
34 Palencia;2016M11;2,09
34 Palencia;2016M10;2,04
34 Palencia;2016M09;1,96
34 Palencia;2016M08;3,66
34 Palencia;2016M07;2,7
34 Palencia;2016M06;1,93
34 Palencia;2016M05;1,9
34 Palencia;2016M04;1,87
34 Palencia;2016M03;2,58
34 Palencia;2016M02;2,03
34 Palencia;2016M01;2,26
34 Palencia;2015M12;3,26
34 Palencia;2015M11;2,01
34 Palencia;2015M10;1,96
34 Palencia;2015M09;1,64
34 Palencia;2015M08;3,43
34 Palencia;2015M07;2,48
34 Palencia;2015M06;1,95
34 Palencia;2015M05;1,73
34 Palencia;2015M04;2,24
34 Palencia;2015M03;1,97
34 Palencia;2015M02;2,23
34 Palencia;2015M01;2,54
34 Palencia;2014M12;2,37
34 Palencia;2014M11;2,02
34 Palencia;2014M10;1,9
34 Palencia;2014M09;2,04
34 Palencia;2014M08;3,93
34 Palencia;2014M07;2,96
34 Palencia;2014M06;2,06
34 Palencia;2014M05;1,97
34 Palencia;2014M04;2,46
34 Palencia;2014M03;2,06
34 Palencia;2014M02;2,25
34 Palencia;2014M01;4,49
34 Palencia;2013M12;2,75
34 Palencia;2013M11;2,06
34 Palencia;2013M10;1,69
34 Palencia;2013M09;1,66
34 Palencia;2013M08;3,75
34 Palencia;2013M07;2,65
34 Palencia;2013M06;1,65
34 Palencia;2013M05;1,57
34 Palencia;2013M04;1,66
34 Palencia;2013M03;2,9
34 Palencia;2013M02;1,9
34 Palencia;2013M01;2,25
34 Palencia;2012M12;2,14
34 Palencia;2012M11;2,01
34 Palencia;2012M10;2,28
34 Palencia;2012M09;1,75
34 Palencia;2012M08;4,53
34 Palencia;2012M07;2,71
34 Palencia;2012M06;1,67
34 Palencia;2012M05;1,69
34 Palencia;2012M04;2,74
34 Palencia;2012M03;1,75
34 Palencia;2012M02;2,02
34 Palencia;2012M01;2,58
34 Palencia;2011M12;1,91
34 Palencia;2011M11;1,87
34 Palencia;2011M10;1,98
34 Palencia;2011M09;2,11
34 Palencia;2011M08;4,38
34 Palencia;2011M07;2,52
34 Palencia;2011M06;1,66
34 Palencia;2011M05;1,64
34 Palencia;2011M04;2,78
34 Palencia;2011M03;2,02
34 Palencia;2011M02;2,55
34 Palencia;2011M01;2,57
34 Palencia;2010M12;2,89
34 Palencia;2010M11;2,08
34 Palencia;2010M10;2,48
34 Palencia;2010M09;2,6
34 Palencia;2010M08;4,92
34 Palencia;2010M07;2,69
34 Palencia;2010M06;2,21
34 Palencia;2010M05;1,93
34 Palencia;2010M04;2,79
34 Palencia;2010M03;2,04
34 Palencia;2010M02;2,24
34 Palencia;2010M01;2,65
34 Palencia;2009M12;2,57
34 Palencia;2009M11;2,08
34 Palencia;2009M10;2,15
34 Palencia;2009M09;2,51
34 Palencia;2009M08;4,81
34 Palencia;2009M07;3,06
34 Palencia;2009M06;2,42
34 Palencia;2009M05;2,25
34 Palencia;2009M04;2,7
34 Palencia;2009M03;2,26
34 Palencia;2009M02;2,24
34 Palencia;2009M01;3,37
34 Palencia;2008M12;2,69
34 Palencia;2008M11;2,28
34 Palencia;2008M10;2,32
34 Palencia;2008M09;2,73
34 Palencia;2008M08;4,53
34 Palencia;2008M07;3,5
34 Palencia;2008M06;2,77
34 Palencia;2008M05;2,68
34 Palencia;2008M04;2,12
34 Palencia;2008M03;3,31
34 Palencia;2008M02;2,33
34 Palencia;2008M01;2,46
34 Palencia;2007M12;2,98
34 Palencia;2007M11;2,88
34 Palencia;2007M10;2,32
34 Palencia;2007M09;2,26
34 Palencia;2007M08;4,55
34 Palencia;2007M07;3,39
34 Palencia;2007M06;2,19
34 Palencia;2007M05;2,36
34 Palencia;2007M04;3,11
34 Palencia;2007M03;2,7
34 Palencia;2007M02;2,43
34 Palencia;2007M01;2,63
34 Palencia;2006M12;2,6
34 Palencia;2006M11;2,03
34 Palencia;2006M10;2,34
34 Palencia;2006M09;2,08
34 Palencia;2006M08;4,86
34 Palencia;2006M07;3,48
34 Palencia;2006M06;2,02
34 Palencia;2006M05;2,16
34 Palencia;2006M04;2,79
34 Palencia;2006M03;2,29
34 Palencia;2006M02;1,99
34 Palencia;2006M01;2,68
34 Palencia;2005M12;2,66
34 Palencia;2005M11;1,81
34 Palencia;2005M10;2,13
34 Palencia;2005M09;2,15
34 Palencia;2005M08;4,55
34 Palencia;2005M07;3,6
34 Palencia;2005M06;2,09
34 Palencia;2005M05;1,98
34 Palencia;2005M04;1,92
34 Palencia;2005M03;2,97
34 Palencia;2005M02;1,79
34 Palencia;2005M01;2,43
35 Palmas, Las;2026M06;2,94
35 Palmas, Las;2026M05;2,82
35 Palmas, Las;2026M04;3,24
35 Palmas, Las;2026M03;3,47
35 Palmas, Las;2026M02;3,5
35 Palmas, Las;2026M01;3,52
35 Palmas, Las;2025M12;3,15
35 Palmas, Las;2025M11;3,12
35 Palmas, Las;2025M10;3,11
35 Palmas, Las;2025M09;2,93
35 Palmas, Las;2025M08;3,23
35 Palmas, Las;2025M07;3,17
35 Palmas, Las;2025M06;3,08
35 Palmas, Las;2025M05;2,91
35 Palmas, Las;2025M04;3,26
35 Palmas, Las;2025M03;3,22
35 Palmas, Las;2025M02;3,47
35 Palmas, Las;2025M01;3,67
35 Palmas, Las;2024M12;3,39
35 Palmas, Las;2024M11;3,49
35 Palmas, Las;2024M10;3,28
35 Palmas, Las;2024M09;3,14
35 Palmas, Las;2024M08;3,4
35 Palmas, Las;2024M07;3,17
35 Palmas, Las;2024M06;2,6
35 Palmas, Las;2024M05;2,78
35 Palmas, Las;2024M04;3,71
35 Palmas, Las;2024M03;3,78
35 Palmas, Las;2024M02;3,81
35 Palmas, Las;2024M01;3,89
35 Palmas, Las;2023M12;3,73
35 Palmas, Las;2023M11;3,7
35 Palmas, Las;2023M10;3,38
35 Palmas, Las;2023M09;3,55
35 Palmas, Las;2023M08;4,16
35 Palmas, Las;2023M07;3,8
35 Palmas, Las;2023M06;3,32
35 Palmas, Las;2023M05;3,06
35 Palmas, Las;2023M04;3,3
35 Palmas, Las;2023M03;3,59
35 Palmas, Las;2023M02;3,64
35 Palmas, Las;2023M01;3,55
35 Palmas, Las;2022M12;3,38
35 Palmas, Las;2022M11;3,5
35 Palmas, Las;2022M10;3,19
35 Palmas, Las;2022M09;3,24
35 Palmas, Las;2022M08;4,06
35 Palmas, Las;2022M07;3,68
35 Palmas, Las;2022M06;3,32
35 Palmas, Las;2022M05;3,07
35 Palmas, Las;2022M04;3,76
35 Palmas, Las;2022M03;3,33
35 Palmas, Las;2022M02;3,2
35 Palmas, Las;2022M01;3,36
35 Palmas, Las;2021M12;3,74
35 Palmas, Las;2021M11;3,57
35 Palmas, Las;2021M10;3,17
35 Palmas, Las;2021M09;3,35
35 Palmas, Las;2021M08;3,87
35 Palmas, Las;2021M07;3,24
35 Palmas, Las;2021M06;2,76
35 Palmas, Las;2021M05;2,82
35 Palmas, Las;2021M04;2,48
35 Palmas, Las;2021M03;2,48
35 Palmas, Las;2021M02;3,27
35 Palmas, Las;2021M01;3,75
35 Palmas, Las;2020M12;3,08
35 Palmas, Las;2020M11;2,9
35 Palmas, Las;2020M10;2,55
35 Palmas, Las;2020M09;3,32
35 Palmas, Las;2020M08;3,96
35 Palmas, Las;2020M07;3,71
35 Palmas, Las;2020M06;2,61
35 Palmas, Las;2020M05;2,27
35 Palmas, Las;2020M04;.
35 Palmas, Las;2020M03;4,05
35 Palmas, Las;2020M02;3,83
35 Palmas, Las;2020M01;4,03
35 Palmas, Las;2019M12;4
35 Palmas, Las;2019M11;3,79
35 Palmas, Las;2019M10;3,85
35 Palmas, Las;2019M09;3,49
35 Palmas, Las;2019M08;3,78
35 Palmas, Las;2019M07;3,9
35 Palmas, Las;2019M06;3,3
35 Palmas, Las;2019M05;2,95
35 Palmas, Las;2019M04;4,2
35 Palmas, Las;2019M03;4,1
35 Palmas, Las;2019M02;4
35 Palmas, Las;2019M01;3,77
35 Palmas, Las;2018M12;4,05
35 Palmas, Las;2018M11;4,35
