Provincias de destino;Procedencia de los viajeros;Meses;Total
49 Zamora;Total;Marzo;12.491
49 Zamora;Total;Abril;7.695
49 Zamora;Total;Mayo;8.891
49 Zamora;Total;Junio;9.853
49 Zamora;Total;Julio;17.110
49 Zamora;Total;Agosto;27.844
49 Zamora;Total;Septiembre;12.211
49 Zamora;Total;Octubre;10.660
49 Zamora;Total;Noviembre;9.938
49 Zamora;Total;Diciembre;9.676
49 Zamora;Residentes en España;Total;122.641
49 Zamora;Residentes en España;Enero;5.782
49 Zamora;Residentes en España;Febrero;6.484
49 Zamora;Residentes en España;Marzo;11.023
49 Zamora;Residentes en España;Abril;7.299
49 Zamora;Residentes en España;Mayo;7.568
49 Zamora;Residentes en España;Junio;8.461
49 Zamora;Residentes en España;Julio;14.874
49 Zamora;Residentes en España;Agosto;23.978
49 Zamora;Residentes en España;Septiembre;9.648
49 Zamora;Residentes en España;Octubre;10.103
49 Zamora;Residentes en España;Noviembre;8.200
49 Zamora;Residentes en España;Diciembre;9.221
49 Zamora;No residentes en España;Total;16.946
49 Zamora;No residentes en España;Enero;586
49 Zamora;No residentes en España;Febrero;365
49 Zamora;No residentes en España;Marzo;1.468
49 Zamora;No residentes en España;Abril;397
49 Zamora;No residentes en España;Mayo;1.323
49 Zamora;No residentes en España;Junio;1.392
49 Zamora;No residentes en España;Julio;2.236
49 Zamora;No residentes en España;Agosto;3.866
49 Zamora;No residentes en España;Septiembre;2.563
49 Zamora;No residentes en España;Octubre;557
49 Zamora;No residentes en España;Noviembre;1.738
49 Zamora;No residentes en España;Diciembre;455
50 Zaragoza;Total;Total;122.279
50 Zaragoza;Total;Enero;6.192
50 Zaragoza;Total;Febrero;7.244
50 Zaragoza;Total;Marzo;11.592
50 Zaragoza;Total;Abril;9.365
50 Zaragoza;Total;Mayo;11.464
50 Zaragoza;Total;Junio;10.027
50 Zaragoza;Total;Julio;11.909
50 Zaragoza;Total;Agosto;16.915
50 Zaragoza;Total;Septiembre;10.260
50 Zaragoza;Total;Octubre;9.825
50 Zaragoza;Total;Noviembre;9.145
50 Zaragoza;Total;Diciembre;8.341
50 Zaragoza;Residentes en España;Total;105.176
50 Zaragoza;Residentes en España;Enero;5.680
50 Zaragoza;Residentes en España;Febrero;6.363
50 Zaragoza;Residentes en España;Marzo;10.618
50 Zaragoza;Residentes en España;Abril;7.938
50 Zaragoza;Residentes en España;Mayo;9.236
50 Zaragoza;Residentes en España;Junio;8.701
50 Zaragoza;Residentes en España;Julio;9.623
50 Zaragoza;Residentes en España;Agosto;14.149
50 Zaragoza;Residentes en España;Septiembre;8.547
50 Zaragoza;Residentes en España;Octubre;8.661
50 Zaragoza;Residentes en España;Noviembre;7.915
50 Zaragoza;Residentes en España;Diciembre;7.745
50 Zaragoza;No residentes en España;Total;17.102
50 Zaragoza;No residentes en España;Enero;512
50 Zaragoza;No residentes en España;Febrero;881
50 Zaragoza;No residentes en España;Marzo;974
50 Zaragoza;No residentes en España;Abril;1.427
50 Zaragoza;No residentes en España;Mayo;2.228
50 Zaragoza;No residentes en España;Junio;1.326
50 Zaragoza;No residentes en España;Julio;2.285
50 Zaragoza;No residentes en España;Agosto;2.766
50 Zaragoza;No residentes en España;Septiembre;1.713
50 Zaragoza;No residentes en España;Octubre;1.164
50 Zaragoza;No residentes en España;Noviembre;1.230
50 Zaragoza;No residentes en España;Diciembre;596
